Id;Label;Eccentricity;Closeness Centrality;Betweenness Centrality;Degree;Weighted Degree;Component ID;Modularity Class;Clustering Coefficient;Number of triangles;Eigenvector Centrality;PageRank;Authority;Hub
7069;m408086;4.0;3.9031968480375046;0.0;1;5.0;0;6;0.0;0;0.0010923226774040894;9.489081570401387E-6;5.0532612E-6;5.0532612E-6
7070;m408104;4.0;3.496533838711286;0.0;1;6.0;0;4;0.0;0;0.0043707010433324586;1.1005909028576612E-5;5.0532612E-6;5.0532612E-6
7071;m408146;4.0;2.8696324372849236;11332.81007162915;16;118.0;0;4;0.0;0;0.033121469164342235;4.986292853585514E-5;4.295272E-5;4.295272E-5
7072;m408183;4.0;3.8288863398334247;0.0;1;6.0;0;4;0.0;0;0.0019338116894115904;9.446970925941436E-6;5.0532612E-6;5.0532612E-6
7073;m408286;4.0;3.8374644656126877;150.4222159689625;2;10.0;0;6;0.0;0;0.0018070115509646928;1.165898823879205E-5;7.579892E-6;7.579892E-6
7074;m408294;4.0;3.799162136551793;0.0;1;1.0;0;3;0.0;0;0.002074329091716966;7.845859090478408E-6;5.0532612E-6;5.0532612E-6
7075;m408369;4.0;3.496533838711286;0.0;1;5.0;0;4;0.0;0;0.0043707010433324586;1.0418349295502859E-5;5.0532612E-6;5.0532612E-6
7076;m408375;4.0;3.8813525509949627;8.514568943052097;2;14.0;0;2;0.0;0;0.0016637691894018885;1.1656777761355004E-5;7.579892E-6;7.579892E-6
7077;m408417;4.0;3.496533838711286;0.0;1;6.0;0;4;0.0;0;0.0043707010433324586;1.1005909028576612E-5;5.0532612E-6;5.0532612E-6
7078;m408442;4.0;3.41653782853723;390.86507895507003;2;9.0;0;4;0.0;0;0.006536309987590253;1.1829628849261448E-5;7.579892E-6;7.579892E-6
7079;m408515;4.0;2.3364919455388757;151404.3747272021;123;1020.0;0;2;0.0;0;0.1478630404598787;3.076140828204008E-4;3.133022E-4;3.133022E-4
7080;m408580;4.0;3.3249713231260287;676.0695156324915;2;10.0;0;4;0.0;0;0.007197298372089195;1.3544514038260963E-5;7.579892E-6;7.579892E-6
7081;m408689;4.0;3.9110767542765945;0.0;1;7.0;0;4;0.0;0;0.0011820631572178454;9.321797788496885E-6;5.0532612E-6;5.0532612E-6
7082;m408750;4.0;3.1451299187072963;5018.21794363813;10;61.0;0;4;0.0;0;0.01785333472219079;3.041726404678596E-5;2.7792938E-5;2.7792938E-5
7083;m408909;4.0;3.44885541868236;2900.729179747122;17;97.0;0;6;0.0;0;0.018045380313817406;3.683297426303744E-5;4.547935E-5;4.547935E-5
7084;m408947;4.0;3.7475936362276197;0.0;1;6.0;0;0;0.0;0;0.0025958564287983047;9.698059156246427E-6;5.0532612E-6;5.0532612E-6
7085;m408986;4.0;3.6987182684155404;0.0;1;1.0;0;0;0.0;0;0.003054294308151632;7.844121168176903E-6;5.0532612E-6;5.0532612E-6
7086;m409036;4.0;3.179342676175752;2665.6613521767267;7;26.0;0;4;0.0;0;0.016281628862640504;1.6996009952901213E-5;2.0213045E-5;2.0213045E-5
7087;m409087;4.0;3.9157647997606104;0.0;1;9.0;0;6;0.0;0;8.69958942842007E-4;1.1102276611420041E-5;5.0532612E-6;5.0532612E-6
7088;m409098;4.0;2.8371153558426014;14654.425067693475;22;133.0;0;4;0.0;0;0.03520272361514113;5.308072808255588E-5;5.8112506E-5;5.8112506E-5
7089;m409102;4.0;3.2461722607351255;1547.8968345226283;4;23.0;0;4;0.0;0;0.01054497047356483;1.7784368340822576E-5;1.2633153E-5;1.2633153E-5
7090;m409152;4.0;3.5948830482270213;409.9351001569344;4;25.0;0;4;0.0;0;0.006427945155085569;1.5964496420768304E-5;1.2633153E-5;1.2633153E-5
7091;m409203;4.0;3.3897062490648846;0.0;1;5.0;0;4;0.0;0;0.005171630049623922;1.0313964234558519E-5;5.0532612E-6;5.0532612E-6
7092;m409241;4.0;3.8160191511645305;0.0;1;7.0;0;5;0.0;0;0.0019694827816261746;9.997153350898982E-6;5.0532612E-6;5.0532612E-6
7093;m409429;4.0;3.276694429205526;1931.502810225958;7;41.0;0;6;0.0;0;0.014460352937076378;2.2043233623161163E-5;2.0213045E-5;2.0213045E-5
7094;m409434;4.0;3.496533838711286;0.0;1;4.0;0;4;0.0;0;0.0043707010433324586;9.830789562429104E-6;5.0532612E-6;5.0532612E-6
7095;m409526;4.0;3.4072614832177948;432.58914604061147;2;12.0;0;4;0.0;0;0.006834101633127349;1.3722002495202553E-5;7.579892E-6;7.579892E-6
7096;m409543;4.0;2.7054510996957757;27708.424709763633;33;266.0;0;4;0.0;0;0.052009332225178465;9.603209277518363E-5;8.590544E-5;8.590544E-5
7097;m409627;4.0;3.108722756969727;3860.875514866679;9;62.0;0;0;0.0;0;0.01652973562474301;2.9282851411341296E-5;2.5266307E-5;2.5266307E-5
7098;m409634;4.0;3.3249713231260287;676.0695156324915;2;7.0;0;4;0.0;0;0.007197298372089195;1.16856113958951E-5;7.579892E-6;7.579892E-6
7099;m409639;4.0;3.3897062490648846;0.0;1;8.0;0;4;0.0;0;0.005171630049623922;1.201401239721318E-5;5.0532612E-6;5.0532612E-6
7100;m409646;4.0;3.9261383472146028;0.0;1;6.0;0;3;0.0;0;6.221730697241492E-4;1.0419399857929816E-5;5.0532612E-6;5.0532612E-6
7101;m409699;4.0;3.3862151513640217;417.73027890416114;2;15.0;0;0;0.0;0;0.006966557472130768;1.4550146796466826E-5;7.579892E-6;7.579892E-6
7102;m409749;4.0;3.1602912572939004;3361.369171204505;11;55.0;0;4;0.0;0;0.018297321242832107;2.523816174971521E-5;3.0319568E-5;3.0319568E-5
7103;m409762;4.0;3.6987182684155404;0.0;1;8.0;0;0;0.0;0;0.003054294308151632;1.0389114934476634E-5;5.0532612E-6;5.0532612E-6
7104;m409792;4.0;3.6987182684155404;0.0;1;7.0;0;0;0.0;0;0.003054294308151632;1.0025544396433816E-5;5.0532612E-6;5.0532612E-6
7105;m409793;4.0;2.8546705899955116;8723.07927439871;12;73.0;0;4;0.0;0;0.027794044555813375;3.3622138351335926E-5;3.2846197E-5;3.2846197E-5
7106;m409796;4.0;3.790384519475338;39.72434043762408;2;14.0;0;5;0.0;0;0.003010023335330177;1.2095810171235158E-5;7.579892E-6;7.579892E-6
7107;m409876;4.0;3.1915116453044736;2887.165370508313;7;47.0;0;4;0.0;0;0.013576159807111686;2.491866551811184E-5;2.0213045E-5;2.0213045E-5
7108;m409963;4.0;3.285472046281981;622.5386384253669;3;21.0;0;4;0.0;0;0.009524014349341619;1.6374141782082507E-5;1.01065225E-5;1.01065225E-5
7109;m410060;4.0;3.8820507705351353;28.33134507423576;2;12.0;0;3;0.0;0;0.001531537285934573;1.1626208723712535E-5;7.579892E-6;7.579892E-6
7110;m410273;4.0;3.691037853473642;23.67965531991917;2;5.0;0;4;0.0;0;0.0036916077384497054;9.175750024139019E-6;7.579892E-6;7.579892E-6
7111;m410459;4.0;3.891426861503167;0.0;1;7.0;0;5;0.0;0;0.0012932162111830017;9.65542700508262E-6;5.0532612E-6;5.0532612E-6
7112;m410489;4.0;3.746695925390255;0.0;1;5.0;0;4;0.0;0;0.0024634005897948875;9.74396185232237E-6;5.0532612E-6;5.0532612E-6
7113;m410624;4.0;3.351703156949778;133.91140476995804;2;6.0;0;4;0.0;0;0.006555849282931952;1.059320906636043E-5;7.579892E-6;7.579892E-6
7114;m410735;4.0;3.651937559223979;64.01179301116227;3;11.0;0;4;0.0;0;0.00498207683687587;1.1056380178185237E-5;1.01065225E-5;1.01065225E-5
7115;m410794;4.0;3.7552740511695175;132.46239981892634;2;11.0;0;3;0.0;0;0.0029216351050556405;1.1934378227515176E-5;7.579892E-6;7.579892E-6
7116;m410834;4.0;3.438980599471348;844.820501353261;4;25.0;0;0;0.0;0;0.008817528943214465;1.661729360803899E-5;1.2633153E-5;1.2633153E-5
7117;m410880;4.0;2.94274599770585;6491.541465068547;9;66.0;0;4;0.0;0;0.023999622381474805;3.439322523796301E-5;2.5266307E-5;2.5266307E-5
7118;m410896;4.0;3.6059548152211858;184.45940604833484;4;26.0;0;3;0.0;0;0.005844678947921859;1.550797057186112E-5;1.2633153E-5;1.2633153E-5
7119;m410928;4.0;3.9494788289860856;0.0;1;3.0;0;5;0.0;0;6.025009331774301E-4;8.2481575362115E-6;5.0532612E-6;5.0532612E-6
7120;m411011;4.0;3.7883896065034164;56.53164672147354;3;10.0;0;6;0.0;0;0.003503199838755185;1.0572153298623282E-5;1.01065225E-5;1.01065225E-5
7121;m411085;4.0;3.910278789087826;0.0;1;5.0;0;3;0.0;0;8.473060133386732E-4;9.669955043183648E-6;5.0532612E-6;5.0532612E-6
7122;m411127;4.0;3.3533988329759112;197.0686249810604;2;14.0;0;4;0.0;0;0.006995921779841434;1.3966704493346958E-5;7.579892E-6;7.579892E-6
7123;m411139;4.0;3.945090020447858;0.0;1;3.0;0;5;0.0;0;5.208161502998115E-4;8.434884928929685E-6;5.0532612E-6;5.0532612E-6
7124;m411173;4.0;3.9012019350655827;0.0;1;6.0;0;2;0.0;0;0.0011383744088078944;9.339624750354838E-6;5.0532612E-6;5.0532612E-6
7125;m411182;4.0;3.8160191511645305;0.0;1;1.0;0;5;0.0;0;0.0019694827816261746;7.84006530452907E-6;5.0532612E-6;5.0532612E-6
7126;m411227;4.0;3.3781357538277392;88.03657849933495;2;14.0;0;4;0.0;0;0.0059508353946498855;1.3724641470999678E-5;7.579892E-6;7.579892E-6
7127;m411229;4.0;3.117201137100394;4009.2995091732973;8;57.0;0;6;0.0;0;0.015749200700353037;2.8649932489203576E-5;2.2739676E-5;2.2739676E-5
7128;m411275;4.0;3.796668495336891;29.482118387035506;2;11.0;0;5;0.0;0;0.0030561576332265574;1.0879162710174853E-5;7.579892E-6;7.579892E-6
7129;m411277;4.0;3.148621016408159;5430.307131866835;13;96.0;0;3;0.0;0;0.017808225719374467;3.909125036645285E-5;3.537283E-5;3.537283E-5
7130;m411327;4.0;3.8135255099496286;0.0;1;5.0;0;4;0.0;0;0.002186775355459904;9.000862847411893E-6;5.0532612E-6;5.0532612E-6
7131;m411383;4.0;3.9009026981197947;0.0;1;3.0;0;4;0.0;0;0.0011369867645637714;8.563900198932047E-6;5.0532612E-6;5.0532612E-6
7132;m411440;4.0;3.923844197296893;0.0;1;7.0;0;5;0.0;0;8.554553539743744E-4;9.57210992862509E-6;5.0532612E-6;5.0532612E-6
7133;m411509;4.0;3.111116652536033;5977.681767144219;12;71.0;0;2;0.0;0;0.02161716740662459;3.298637518584607E-5;3.2846197E-5;3.2846197E-5
7134;m411533;4.0;3.621016408159194;227.5799888508442;2;15.0;0;3;0.0;0;0.004723385748341231;1.3627554248213377E-5;7.579892E-6;7.579892E-6
7135;m411588;4.0;3.1928083387362225;3748.3670916701353;13;69.0;0;5;0.0;0;0.01913227520143071;2.9500468315500697E-5;3.537283E-5;3.537283E-5
7136;m411595;4.0;3.178744202284175;3636.4676744270355;8;65.0;0;4;0.0;0;0.0162816562097725;3.229928176234076E-5;2.2739676E-5;2.2739676E-5
7137;m411620;4.0;3.920153608298838;0.0;1;1.0;0;5;0.0;0;0.0010275674162274102;7.749907594675521E-6;5.0532612E-6;5.0532612E-6
7138;m411774;4.0;3.9118747194653634;0.0;1;6.0;0;3;0.0;0;9.21935883753488E-4;9.765067247602212E-6;5.0532612E-6;5.0532612E-6
7139;m411799;4.0;3.714178843947933;355.47252787643845;4;17.0;0;4;0.0;0;0.00434581981296217;1.3633044877761585E-5;1.2633153E-5;1.2633153E-5
7140;m411802;4.0;3.101142087676425;2075.333002538883;3;17.0;0;4;0.0;0;0.010419217172517963;1.6289211622300852E-5;1.01065225E-5;1.01065225E-5
7141;m411816;4.0;2.5253104583312553;65751.74843380041;67;514.0;0;4;0.0;0;0.08943682173799375;1.6323442412529522E-4;1.7181088E-4;1.7181088E-4
7142;m411856;4.0;2.6329360131664257;62534.10605386413;57;463.0;0;4;0.0;0;0.07432069036777238;1.5590348895732286E-4;1.4654458E-4;1.4654458E-4
7143;m411911;4.0;3.8268914268615033;0.0;1;7.0;0;4;0.0;0;0.0017396324399641244;1.0100747661230868E-5;5.0532612E-6;5.0532612E-6
7144;m411972;4.0;3.1961996907884895;13388.436493142952;42;318.0;0;5;0.0;0;0.04975524829728608;1.0093181612964051E-4;1.0864512E-4;1.0864512E-4
7145;m412004;4.0;2.1490698718268417;309354.23146255926;174;1486.0;0;5;0.0;0;0.18618477523673196;4.4706334892277613E-4;4.4216038E-4;4.4216038E-4
7146;m412038;4.0;3.7654481073263177;0.0;1;2.0;0;4;0.0;0;0.0020256683224652732;8.772770551615062E-6;5.0532612E-6;5.0532612E-6
7147;m412047;4.0;3.702109620467807;17.636534251680107;2;8.0;0;4;0.0;0;0.00336827026676583;1.0153819557434286E-5;7.579892E-6;7.579892E-6
7148;m412084;4.0;3.691835818662411;27.23701153741409;2;14.0;0;0;0.0;0;0.004088134936369608;1.2517107219692564E-5;7.579892E-6;7.579892E-6
7149;m412128;4.0;3.120791980449853;1412.7727363193408;2;13.0;0;4;0.0;0;0.009542331092956385;1.4993565086959688E-5;7.579892E-6;7.579892E-6
7150;m412160;4.0;3.8237993117550246;0.0;1;4.0;0;4;0.0;0;0.001824291730217511;8.92019338271618E-6;5.0532612E-6;5.0532612E-6
7151;m412197;4.0;3.1393446710887236;4445.867624700788;13;62.0;0;1;0.0;0;0.023238253789705222;2.8051494171202453E-5;3.537283E-5;3.537283E-5
7152;m412209;4.0;2.6126876465014215;36408.86851158892;32;238.0;0;3;0.0;0;0.05329246590306934;8.853797597013607E-5;8.3378814E-5;8.3378814E-5
7153;m412215;4.0;3.6987182684155404;0.0;1;7.0;0;0;0.0;0;0.003054294308151632;1.0025544396433816E-5;5.0532612E-6;5.0532612E-6
7154;m412237;4.0;2.5356840057852477;69090.56893734519;73;525.0;0;5;0.0;0;0.0899027880762874;1.6642541364116515E-4;1.8697068E-4;1.8697068E-4
7155;m412324;4.0;3.6263029275347862;266.85757522091967;4;24.0;0;0;0.0;0;0.006001913096905918;1.5725956268262925E-5;1.2633153E-5;1.2633153E-5
7156;m412341;4.0;3.663208817515336;363.4440053798746;2;16.0;0;3;0.0;0;0.003945025205933129;1.4565120649270483E-5;7.579892E-6;7.579892E-6
7157;m412346;4.0;3.85013216298439;0.0;1;6.0;0;5;0.0;0;0.0017425713941591086;9.472448525085123E-6;5.0532612E-6;5.0532612E-6
7158;m412350;4.0;3.0883746446561267;1863.3610307669942;4;25.0;0;4;0.0;0;0.013133233244601273;1.8277919890637233E-5;1.2633153E-5;1.2633153E-5
7159;m412352;4.0;3.496533838711286;0.0;1;5.0;0;4;0.0;0;0.0043707010433324586;1.0418349295502859E-5;5.0532612E-6;5.0532612E-6
7160;m412357;4.0;3.1655777766694926;7450.6731920143475;20;119.0;0;2;0.0;0;0.031301228708654316;4.6209271416221506E-5;5.3059244E-5;5.3059244E-5
7161;m412378;4.0;3.1311655279038453;4549.395839872385;14;72.0;0;2;0.0;0;0.02553616509296094;3.126152539481203E-5;3.789946E-5;3.789946E-5
7162;m412415;4.0;3.4582315096503917;227.19741619212596;2;10.0;0;4;0.0;0;0.005821368496221694;1.2225131923106607E-5;7.579892E-6;7.579892E-6
7163;m412519;4.0;2.9819460376041094;5696.886852878733;5;33.0;0;4;0.0;0;0.015294932186945534;2.4296944426600234E-5;1.5159784E-5;1.5159784E-5
7164;m412523;4.0;3.2002892623809287;2411.862694461534;8;46.0;0;4;0.0;0;0.01655401780803491;2.383595605044868E-5;2.2739676E-5;2.2739676E-5
7165;m412616;4.0;3.649443918009077;892.1395788093257;4;21.0;0;3;0.0;0;0.004924853561605486;1.5959816954114005E-5;1.2633153E-5;1.2633153E-5
7166;m412657;4.0;2.502668196099945;62394.84403716474;50;419.0;0;4;0.0;0;0.07751207679230071;1.4524350819791114E-4;1.2885817E-4;1.2885817E-4
7167;m412669;4.0;3.6977208119295795;671.5446336306865;7;41.0;0;2;0.0;0;0.00614823466258936;2.1032536101649836E-5;2.0213045E-5;2.0213045E-5
7168;m412676;4.0;3.2699117251009926;3342.595511663914;9;28.0;0;4;0.0;0;0.013060803716638444;1.7495324957096646E-5;2.5266307E-5;2.5266307E-5
7169;m412961;4.0;3.926238092863199;0.0;1;7.0;0;4;0.0;0;8.84475363214709E-4;9.576998182320264E-6;5.0532612E-6;5.0532612E-6
7170;m412968;4.0;3.855019699765598;78.55419880040023;2;10.0;0;2;0.0;0;0.0016280131161047623;1.1401764527949933E-5;7.579892E-6;7.579892E-6
7171;m413014;4.0;3.0319186075507454;4766.891429506482;7;47.0;0;4;0.0;0;0.016411627811826486;2.831744023116115E-5;2.0213045E-5;2.0213045E-5
7172;m413109;4.0;3.9045932871178497;0.0;1;4.0;0;4;0.0;0;9.840724834835398E-4;8.92146842606585E-6;5.0532612E-6;5.0532612E-6
7173;m413171;4.0;3.0576529848885343;6750.5624206665825;7;43.0;0;3;0.0;0;0.017935413387342124;2.687049588338036E-5;2.0213045E-5;2.0213045E-5
7174;m413273;4.0;3.870380529649394;0.0;1;4.0;0;4;0.0;0;0.0014506674528892342;8.925976732217082E-6;5.0532612E-6;5.0532612E-6
7175;m413356;4.0;3.9009026981197947;0.0;1;3.0;0;2;0.0;0;0.001241819359446927;8.319411226299536E-6;5.0532612E-6;5.0532612E-6
7176;m413363;4.0;3.866091466759763;0.0;1;8.0;0;0;0.0;0;0.001460636933884134;1.0481775094991867E-5;5.0532612E-6;5.0532612E-6
7177;m413371;4.0;3.3646700912672687;573.4538194589139;4;26.0;0;0;0.0;0;0.009481866324867073;1.744428540851846E-5;1.2633153E-5;1.2633153E-5
7178;m413398;4.0;3.7730287766196198;37.31209896019515;3;14.0;0;4;0.0;0;0.003316144477654148;1.1688739156074303E-5;1.01065225E-5;1.01065225E-5
7179;m413455;4.0;3.166076504912473;2509.573390092844;4;24.0;0;3;0.0;0;0.011128478759802406;1.8646569340485978E-5;1.2633153E-5;1.2633153E-5
7180;m413511;4.0;3.2785895965288514;5339.127503868791;19;123.0;0;5;0.0;0;0.022528859160840374;4.530375960932788E-5;5.0532613E-5;5.0532613E-5
7181;m413539;4.0;3.694927933768889;99.064165428828;4;24.0;0;4;0.0;0;0.005483535289373851;1.5226484359169127E-5;1.2633153E-5;1.2633153E-5
7182;m413554;4.0;3.8961149069871825;0.0;1;6.0;0;3;0.0;0;0.001256277978829051;9.256294618550214E-6;5.0532612E-6;5.0532612E-6
7183;m413595;4.0;3.558575632138048;285.4517467357395;3;19.0;0;2;0.0;0;0.006358277661217321;1.4193303490190374E-5;1.01065225E-5;1.01065225E-5
7184;m413655;4.0;3.3897062490648846;0.0;1;7.0;0;4;0.0;0;0.005171630049623922;1.1447329676328292E-5;5.0532612E-6;5.0532612E-6
7185;m413663;4.0;3.7935763802304123;0.0;1;3.0;0;4;0.0;0;0.0021656089442577916;8.67985420223349E-6;5.0532612E-6;5.0532612E-6
7186;m413718;4.0;3.721959004538427;18.091598342859708;2;11.0;0;0;0.0;0;0.0036637327651613282;1.1070624580507785E-5;7.579892E-6;7.579892E-6
7187;m413740;4.0;3.6466510398483867;562.2629001531445;10;69.0;0;5;0.0;0;0.010068548771404584;2.7555188664110687E-5;2.7792938E-5;2.7792938E-5
7188;m413809;4.0;3.295446611141589;1163.6159818823435;6;39.0;0;3;0.0;0;0.009714978801256964;2.1155714215687873E-5;1.7686414E-5;1.7686414E-5
7189;m413900;4.0;3.2240287267467957;2106.345704462408;5;21.0;0;0;0.0;0;0.013443330572846314;1.601695000135757E-5;1.5159784E-5;1.5159784E-5
7190;m413984;4.0;3.421525110967034;760.3245812929881;8;48.0;0;5;0.0;0;0.013653101212777116;2.212723361912391E-5;2.2739676E-5;2.2739676E-5
7191;m414008;4.0;3.2048775622163483;1504.6175546589227;7;51.0;0;6;0.0;0;0.013722358213960895;2.553780372522235E-5;2.0213045E-5;2.0213045E-5
7192;m414050;4.0;3.2200389008029524;4856.629522357964;15;46.0;0;5;0.0;0;0.02344227238022764;2.261861290021608E-5;4.042609E-5;4.042609E-5
7193;m414055;4.0;3.661114158894818;42.03958255041109;2;8.0;0;0;0.0;0;0.004782631784258205;1.0175139421364561E-5;7.579892E-6;7.579892E-6
7194;m414082;4.0;3.909879806493442;0.0;1;6.0;0;4;0.0;0;0.0012438571632121924;8.980579307907585E-6;5.0532612E-6;5.0532612E-6
7195;m414107;4.0;2.959004538427011;17806.32221409044;25;102.0;0;2;0.0;0;0.03751739069285767;4.127103441400572E-5;6.5692395E-5;6.5692395E-5
7196;m414124;4.0;2.759612986883447;31513.20023805628;33;259.0;0;4;0.0;0;0.05089960697806509;9.484801262598753E-5;8.590544E-5;8.590544E-5
7197;m414165;4.0;3.496533838711286;0.0;1;5.0;0;4;0.0;0;0.0043707010433324586;1.0418349295502859E-5;5.0532612E-6;5.0532612E-6
7198;m414181;4.0;3.2673183382374944;4649.762169043978;28;141.0;0;4;0.0;0;0.0358855208564095;4.801335001712491E-5;7.327229E-5;7.327229E-5
7199;m414237;4.0;3.904992269712234;0.0;1;7.0;0;3;0.0;0;0.001087874476727649;9.73259212609188E-6;5.0532612E-6;5.0532612E-6
7200;m414346;4.0;3.8734726447558727;0.0;1;7.0;0;6;0.0;0;0.0013200169071973186;1.0410510133393847E-5;5.0532612E-6;5.0532612E-6
7201;m414419;4.0;3.8798563662660217;0.0;1;7.0;0;6;0.0;0;0.0013583924573223646;9.825578148970039E-6;5.0532612E-6;5.0532612E-6
7202;m414466;4.0;3.496533838711286;0.0;1;6.0;0;4;0.0;0;0.0043707010433324586;1.1005909028576612E-5;5.0532612E-6;5.0532612E-6
7203;m414537;4.0;3.866091466759763;0.0;1;4.0;0;0;0.0;0;0.001460636933884134;8.981162862562975E-6;5.0532612E-6;5.0532612E-6
7204;m414632;4.0;3.496533838711286;0.0;1;8.0;0;4;0.0;0;0.0043707010433324586;1.2181028494724122E-5;5.0532612E-6;5.0532612E-6
7205;m414633;4.0;2.7338786095456586;20498.68771244812;21;137.0;0;2;0.0;0;0.04101162092947269;5.5002993668495494E-5;5.5585875E-5;5.5585875E-5
7206;m414663;4.0;3.9261383472146028;0.0;1;6.0;0;3;0.0;0;6.221730697241492E-4;1.0419399857929816E-5;5.0532612E-6;5.0532612E-6
7207;m414697;4.0;3.8135255099496286;0.0;1;8.0;0;4;0.0;0;0.002186775355459904;9.913050177778578E-6;5.0532612E-6;5.0532612E-6
7208;m414708;4.0;3.9157647997606104;0.0;1;5.0;0;6;0.0;0;8.69958942842007E-4;9.492620619737395E-6;5.0532612E-6;5.0532612E-6
7209;m414741;4.0;3.3249713231260287;676.0695156324915;2;12.0;0;4;0.0;0;0.007197298372089195;1.4677879480030739E-5;7.579892E-6;7.579892E-6
7210;m414743;4.0;2.577577178195601;87785.98349921107;87;692.0;0;5;0.0;0;0.09762870645650283;2.150021755566251E-4;2.223435E-4;2.223435E-4
7211;m414789;4.0;3.4819709740162583;1401.1942066559404;6;42.0;0;6;0.0;0;0.008624314426576725;2.2654938333349487E-5;1.7686414E-5;1.7686414E-5
7212;m414845;4.0;3.773128522268216;55.951243107942894;2;12.0;0;2;0.0;0;0.00313957240366797;1.163885607877288E-5;7.579892E-6;7.579892E-6
7213;m414856;4.0;3.321679716722358;203.77328092500358;2;10.0;0;4;0.0;0;0.007181043406852482;1.1816259268683264E-5;7.579892E-6;7.579892E-6
7214;m414869;4.0;3.6615131414892024;254.60495294204105;7;48.0;0;0;0.0;0;0.006406703943525988;2.167028240451996E-5;2.0213045E-5;2.0213045E-5
7215;m414907;4.0;2.495087526806643;69116.63977996705;64;425.0;0;4;0.0;0;0.09169620000827171;1.393635439700139E-4;1.64231E-4;1.64231E-4
7216;m414958;4.0;3.7935763802304123;0.0;1;5.0;0;4;0.0;0;0.0021656089442577916;9.479389916966428E-6;5.0532612E-6;5.0532612E-6
7217;m415097;4.0;3.8568151214403272;0.0;1;4.0;0;3;0.0;0;0.0014551914994600647;9.118100154143422E-6;5.0532612E-6;5.0532612E-6
7218;m415180;4.0;3.7475936362276197;0.0;1;7.0;0;0;0.0;0;0.0025958564287983047;1.0067643910598485E-5;5.0532612E-6;5.0532612E-6
7219;m415200;4.0;3.746695925390255;0.0;1;6.0;0;4;0.0;0;0.0024634005897948875;1.0196644096760026E-5;5.0532612E-6;5.0532612E-6
7220;m415229;4.0;3.7139793526507408;0.0;1;7.0;0;4;0.0;0;0.002850046691962301;1.025156367659633E-5;5.0532612E-6;5.0532612E-6
7221;m415296;4.0;3.496533838711286;0.0;1;2.0;0;4;0.0;0;0.0043707010433324586;8.655670096281593E-6;5.0532612E-6;5.0532612E-6
7222;m415369;4.0;3.8860405964789786;19.935923354730505;2;14.0;0;2;0.0;0;0.0015464158619564515;1.1974890548582788E-5;7.579892E-6;7.579892E-6
7223;m415464;4.0;3.841554037205127;45.74112021141611;2;7.0;0;4;0.0;0;0.0021731091062081325;9.873217916390087E-6;7.579892E-6;7.579892E-6
7224;m415485;4.0;2.9434442172460225;11963.395316585022;23;131.0;0;2;0.0;0;0.039270424877542565;4.923746299758014E-5;6.0639137E-5;6.0639137E-5
7225;m415487;4.0;2.689791032866191;45727.196040426636;58;334.0;0;4;0.0;0;0.07951985693532075;1.0867941322452408E-4;1.4907122E-4;1.4907122E-4
7226;m415552;4.0;3.3249713231260287;676.0695156324915;2;9.0;0;4;0.0;0;0.007197298372089195;1.2898404077520475E-5;7.579892E-6;7.579892E-6
7227;m415669;4.0;3.897411600418932;0.0;1;5.0;0;5;0.0;0;0.0011764377473281753;9.226012663313052E-6;5.0532612E-6;5.0532612E-6
7228;m415671;4.0;3.3387362226322876;4822.456017068071;14;77.0;0;4;0.0;0;0.016843809389566866;3.33952455302612E-5;3.789946E-5;3.789946E-5
7229;m415746;4.0;2.9814473093611293;4674.292304262985;5;35.0;0;4;0.0;0;0.016595410814677695;2.416265575370828E-5;1.5159784E-5;1.5159784E-5
7230;m415800;4.0;3.7382175452595883;109.25593437788534;7;27.0;0;2;0.0;0;0.006540823645375896;1.4834481553012683E-5;2.0213045E-5;2.0213045E-5
7231;m415812;4.0;3.496533838711286;0.0;1;6.0;0;4;0.0;0;0.0043707010433324586;1.1005909028576612E-5;5.0532612E-6;5.0532612E-6
7232;m415854;4.0;3.8963143982843746;0.0;1;6.0;0;5;0.0;0;0.0012623070354034196;9.181795404013781E-6;5.0532612E-6;5.0532612E-6
7233;m415957;4.0;3.8568151214403272;0.0;1;6.0;0;3;0.0;0;0.0014551914994600647;9.93687491614809E-6;5.0532612E-6;5.0532612E-6
7234;m415960;4.0;2.847688394593786;31984.14413641975;58;373.0;0;5;0.0;0;0.05743786296005282;1.1744064504175005E-4;1.4907122E-4;1.4907122E-4
7235;m415986;4.0;3.3064186324871576;809.7181304265537;3;18.0;0;4;0.0;0;0.008887650903552768;1.6110927320916348E-5;1.01065225E-5;1.01065225E-5
7236;m416030;4.0;3.3968879357638024;1108.7480737577553;5;29.0;0;0;0.0;0;0.009782409589823805;1.7664837063088998E-5;1.5159784E-5;1.5159784E-5
7237;m416051;4.0;3.2524562365966783;1793.9760129417057;5;27.0;0;0;0.0;0;0.012881633890219917;1.767605466710242E-5;1.5159784E-5;1.5159784E-5
7238;m416057;4.0;2.3720013964390803;119805.43906297567;81;506.0;0;4;0.0;0;0.11079166357259781;1.6791774844029605E-4;2.0718372E-4;2.0718372E-4
7239;m416085;4.0;2.8112812328562167;15954.360974233796;24;182.0;0;4;0.0;0;0.040966679019283775;6.786107935794202E-5;6.316577E-5;6.316577E-5
7240;m416094;4.0;3.948880355094509;0.0;1;3.0;0;3;0.0;0;5.147537670426451E-4;8.556615991820842E-6;5.0532612E-6;5.0532612E-6
