Id;Label;Eccentricity;Closeness Centrality;Betweenness Centrality;Degree;Weighted Degree;Component ID;Modularity Class;Clustering Coefficient;Number of triangles;Eigenvector Centrality;PageRank;Authority;Hub
1;u0;3.0;2.9318737220088775;105026.27564969768;546;4029.0;0;5;0.0;0;0.2465924947122809;0.0011246296157704863;0.001382067;0.001382067
2;u102910;3.0;2.6987681412398383;9196448.351367267;2883;17580.0;0;0;0.0;0;0.6635436434187073;0.007515295225895201;0.007286803;0.007286803
3;u105822;3.0;2.9281831330108226;546866.9495741804;583;3445.0;0;5;0.0;0;0.1935837935421166;0.001157312455001594;0.0014755523;0.0014755523
4;u105938;3.0;2.9695775771781956;81363.187025503;168;1253.0;0;5;0.0;0;0.08635381156787834;3.6932766097351726E-4;4.2700057E-4;4.2700057E-4
5;u107885;3.0;2.935464565358336;197243.9317074271;510;2509.0;0;4;0.0;0;0.20615332758801458;7.66567730288892E-4;0.0012911083;0.0012911083
6;u114060;3.0;2.9571093711036855;115374.7542115544;293;2257.0;0;4;0.0;0;0.12227945623877591;6.875645609450211E-4;7.428294E-4;7.428294E-4
7;u127140;3.0;2.96259538177647;19770.116957402788;238;1797.0;0;5;0.0;0;0.11265448607540175;4.88469399788752E-4;6.038647E-4;6.038647E-4
8;u128308;3.0;2.94733429754127;587203.1238785667;391;2754.0;0;3;0.0;0;0.11324969049597251;0.001042971609173077;9.904392E-4;9.904392E-4
9;u129230;3.0;2.9411500673283126;124342.08341257328;453;3037.0;0;5;0.0;0;0.21392962467081003;8.489187721151595E-4;0.0011470903;0.0011470903
10;u135808;3.0;2.9495287018103835;127792.30657792155;369;2260.0;0;5;0.0;0;0.1406395481531227;6.797706362445129E-4;9.3485333E-4;9.3485333E-4
11;u138358;3.0;2.796917859458381;3154846.1086949087;1899;12684.0;0;4;0.0;0;0.4988176927198645;0.0048924870812859355;0.004800598;0.004800598
12;u140151;3.0;2.8973617275946335;1392100.2484191554;892;5591.0;0;2;0.0;0;0.28902616043024437;0.0020812428052630174;0.0022562812;0.0022562812
13;u142206;3.0;2.9560121689691288;160600.1497162396;304;2060.0;0;5;0.0;0;0.11494485769303377;6.439940813722919E-4;7.7062234E-4;7.7062234E-4
14;u144545;3.0;2.938556680464815;349041.4792227443;479;3180.0;0;5;0.0;0;0.18068071533589125;0.0010204195216074997;0.0012127827;0.0012127827
15;u145281;3.0;2.965089022991372;16120.508540764778;213;1532.0;0;4;0.0;0;0.09556969823654082;4.391985981035956E-4;5.40699E-4;5.40699E-4
16;u147265;3.0;2.9458381128123285;242427.08700802855;406;2542.0;0;5;0.0;0;0.16747768093816884;7.855419112130839E-4;0.0010283387;0.0010283387
17;u151489;3.0;2.918108822502618;586464.3007680763;684;4374.0;0;5;0.0;0;0.24407330271513059;0.0013980406923857216;0.001730742;0.001730742
18;u151961;3.0;2.896364271108673;1118208.9387429252;902;5871.0;0;5;0.0;0;0.2983068273509145;0.001957030673425703;0.0022815475;0.0022815475
19;u152805;3.0;2.9631938556680466;61546.1988582657;232;1590.0;0;5;0.0;0;0.10746115890900615;4.6140740927269483E-4;5.8870495E-4;5.8870495E-4
20;u154040;3.0;2.9018502817814573;761514.8361817749;847;4122.0;0;5;0.0;0;0.29153828520286446;0.0013565968152765284;0.0021425828;0.0021425828
21;u155777;3.0;2.9192060246371754;292736.6655364802;673;4468.0;0;5;0.0;0;0.2771789193320376;0.0013109779706480934;0.001702949;0.001702949
22;u159346;3.0;2.9218991571492694;153152.12964223677;646;4478.0;0;5;0.0;0;0.2768156386574687;0.0012552731726908374;0.00163473;0.00163473
23;u161378;3.0;2.965089022991372;137143.55375060547;213;1535.0;0;5;0.0;0;0.09187608710708366;4.897341036348404E-4;5.40699E-4;5.40699E-4
24;u163654;3.0;2.9430452346516383;237578.64775378717;434;2710.0;0;5;0.0;0;0.1660667640660262;8.332941960895051E-4;0.0010990844;0.0010990844
25;u164048;3.0;2.965188768639968;60897.95816824498;212;1363.0;0;5;0.0;0;0.08505705007436959;4.0169565084524834E-4;5.381723E-4;5.381723E-4
26;u167809;3.0;2.95521420378036;159934.40908263755;312;2236.0;0;3;0.0;0;0.11451754442879367;7.122515172695526E-4;7.908354E-4;7.908354E-4
27;u172827;3.0;2.9046431599421476;1593518.6258835848;819;5188.0;0;4;0.0;0;0.21496538385475827;0.002197431889567096;0.0020718372;0.0020718372
28;u183176;3.0;2.9244925440127676;335929.2915103323;620;4150.0;0;5;0.0;0;0.24596906753525768;0.0012369744520430877;0.0015690377;0.0015690377
29;u183719;3.0;2.799212009376091;5491651.897802751;1876;11891.0;0;3;0.0;0;0.45429984458282713;0.00510761032247219;0.004742486;0.004742486
30;u186510;3.0;2.95471547553738;90878.3016973822;317;2212.0;0;3;0.0;0;0.12244314318021414;6.473103793897588E-4;8.034686E-4;8.034686E-4
31;u193427;3.0;2.8735225175801706;4345244.05486516;1131;7430.0;0;6;0.0;0;0.29014683428437327;0.003656981506642324;0.0028601459;0.0028601459
32;u198400;3.0;2.959902249264376;304390.77702591574;265;1863.0;0;5;0.0;0;0.09800324141323773;6.387901881716561E-4;6.7208376E-4;6.7208376E-4
33;u200440;3.0;2.9210014463119047;197782.1308159814;655;4459.0;0;4;0.0;0;0.2574521657211038;0.00135214176012955;0.0016574698;0.0016574698
34;u204639;3.0;2.9654880055857564;61886.22937893913;209;1380.0;0;5;0.0;0;0.09561322708724349;4.0019417174099E-4;5.3059246E-4;5.3059246E-4
35;u205674;3.0;2.959004538427011;157902.2839888009;274;1815.0;0;5;0.0;0;0.10289870359819908;5.862572804868294E-4;6.9482345E-4;6.9482345E-4
36;u207188;3.0;2.951324123485113;298776.10993452487;351;2785.0;0;5;0.0;0;0.12506354388345092;9.188140405094885E-4;8.89374E-4;8.89374E-4
37;u208601;3.0;2.9736671487706348;25770.254698398385;127;942.0;0;5;0.0;0;0.07142870713320845;2.6694146110018655E-4;3.2340872E-4;3.2340872E-4
38;u217776;3.0;2.936761258790085;379583.8194103034;497;3280.0;0;5;0.0;0;0.17996695882996777;0.001089158914956146;0.0012582621;0.0012582621
39;u222849;3.0;2.8573637225076056;1586379.718592628;1293;7967.0;0;2;0.0;0;0.4060062595927805;0.0026975918557931937;0.00326946;0.00326946
40;u225476;3.0;2.913620268315795;1238184.7130346608;729;5364.0;0;0;0.0;0;0.19870404943487485;0.0020855683781552223;0.0018444404;0.0018444404
41;u233388;3.0;2.951723106079497;285263.784384482;347;2445.0;0;3;0.0;0;0.11629881285839569;8.083179887856655E-4;8.7926746E-4;8.7926746E-4
42;u238228;3.0;2.951024886539325;741677.4486025424;354;2394.0;0;4;0.0;0;0.10291434233093973;0.0012355365568238886;8.969539E-4;8.969539E-4
43;u239100;3.0;2.870430402473692;2338194.033089099;1162;6987.0;0;4;0.0;0;0.330845846813467;0.002968681803605946;0.0029384715;0.0029384715
44;u241896;3.0;2.896563762405865;2115248.754069422;900;4904.0;0;1;0.0;0;0.2561306800438307;0.002102315504033225;0.0022764942;0.0022764942
45;u242294;3.0;2.916612637773677;1428948.6982636598;699;4130.0;0;3;0.0;0;0.1932135938848626;0.0018290469402292176;0.0017686415;0.0017686415
46;u242861;3.0;2.891476734327465;1579480.6621928778;951;6135.0;0;5;0.0;0;0.3031732396471723;0.0022410332445203206;0.0024053524;0.0024053524
47;u253478;3.0;2.9681811380978504;40593.38436754793;182;1040.0;0;5;0.0;0;0.08383314426930871;2.9765787327910766E-4;4.6237343E-4;4.6237343E-4
48;u263983;3.0;2.94553887586654;289380.6820402851;409;2652.0;0;5;0.0;0;0.15941505959613692;8.349476086458077E-4;0.0010359186;0.0010359186
49;u271262;3.0;2.943843199840407;423207.6062256026;426;3018.0;0;5;0.0;0;0.1701103826675587;9.88737589069105E-4;0.0010788713;0.0010788713
50;u282718;3.0;2.903745449104783;710058.811843666;828;5069.0;0;4;0.0;0;0.2785739478757467;0.0016719182952094002;0.0020945768;0.0020945768
51;u282945;3.0;2.861553039748641;1182378.818029937;1251;8481.0;0;2;0.0;0;0.3795154788386473;0.0029273121702406194;0.0031633417;0.0031633417
52;u283476;3.0;2.963792329559623;96578.61355171511;226;1549.0;0;5;0.0;0;0.08744539828290261;4.7484311979757585E-4;5.7354517E-4;5.7354517E-4
53;u283594;3.0;2.966385716423121;9987.885154371455;200;1388.0;0;5;0.0;0;0.09752564406599874;3.755722080826165E-4;5.0785276E-4;5.0785276E-4
54;u284665;3.0;2.920203481123136;576484.5891537596;663;4217.0;0;5;0.0;0;0.24829318246527324;0.0013353202095187425;0.0016776827;0.0016776827
55;u291584;3.0;2.9253902548501323;282786.00234235654;611;4154.0;0;5;0.0;0;0.2336870571718088;0.001224888586820295;0.001546298;0.001546298
56;u292893;3.0;2.964789786045584;33552.13215557887;216;1356.0;0;5;0.0;0;0.10196863809174986;3.7664269886022246E-4;5.4827885E-4;5.4827885E-4
57;u296987;3.0;2.8925739364620218;1639586.2274472394;940;6091.0;0;1;0.0;0;0.3028296474983867;0.0022400439081783708;0.0023775594;0.0023775594
58;u300853;3.0;2.936162784898509;264067.98222547513;503;3191.0;0;5;0.0;0;0.2049624501202541;9.520748899693719E-4;0.0012734219;0.0012734219
59;u301312;3.0;2.8886838561667747;919699.3958944627;979;5878.0;0;2;0.0;0;0.33066092094380695;0.0019296561898259682;0.002476098;0.002476098
60;u302446;3.0;2.8289362126577227;2899903.372791886;1578;9560.0;0;4;0.0;0;0.44359565906190307;0.003683790729128363;0.00398955;0.00398955
61;u312856;3.0;2.9567103885093013;326724.9401725822;297;1965.0;0;5;0.0;0;0.12748443216260577;6.562821161534885E-4;7.5293594E-4;7.5293594E-4
62;u322079;3.0;2.4965837115355844;3.2567510611775823E7;4910;29168.0;0;4;0.0;0;0.8607795954320143;0.020155318311943178;0.012408284;0.012408284
63;u328504;3.0;2.966485462071717;83752.63748472215;199;1407.0;0;5;0.0;0;0.09413338309164118;4.1427404121712077E-4;5.0532614E-4;5.0532614E-4
64;u330252;3.0;2.9679816468006583;111716.44588551349;184;1431.0;0;5;0.0;0;0.0803977441990347;4.4670454768196865E-4;4.6742667E-4;4.6742667E-4
65;u346939;3.0;2.9119245922896613;1983218.7322278363;746;4479.0;0;3;0.0;0;0.20238682067444602;0.0020052733199344966;0.0018873931;0.0018873931
66;u349489;3.0;2.9505261582963445;230042.59442330655;359;2732.0;0;4;0.0;0;0.1514898850625494;8.66983986112538E-4;9.09587E-4;9.09587E-4
67;u354530;3.0;2.967482918557678;63267.99028361049;189;1443.0;0;3;0.0;0;0.07537557057712414;4.4583646980600136E-4;4.8005983E-4;4.8005983E-4
68;u354533;3.0;2.9137200139643906;488716.16011595016;728;4579.0;0;2;0.0;0;0.2542660055780424;0.00147772444752903;0.0018419138;0.0018419138
69;u356110;3.0;2.9360630392499125;107735.93907739838;504;3506.0;0;5;0.0;0;0.22385663536830427;9.781435613457803E-4;0.0012759485;0.0012759485
70;u356826;3.0;2.861553039748641;2658404.0074939807;1251;8113.0;0;4;0.0;0;0.31371756190802086;0.0035264970564259004;0.0031633417;0.0031633417
71;u364790;3.0;2.9524213256196696;277576.3031072555;340;2203.0;0;2;0.0;0;0.11934163524017576;7.566323664918666E-4;8.6158107E-4;8.6158107E-4
72;u368596;3.0;2.8264425714428207;3576271.0300792125;1603;10526.0;0;3;0.0;0;0.4287984366676264;0.003990622337675005;0.004052716;0.004052716
73;u369451;3.0;2.9607002144531447;156201.65656018144;257;1600.0;0;5;0.0;0;0.09819816361191945;5.099086383839606E-4;6.5187074E-4;6.5187074E-4
74;u371267;3.0;2.9458381128123285;650898.4291845023;406;3025.0;0;3;0.0;0;0.14120519223080702;0.0010998323703417306;0.0010283387;0.0010283387
75;u372886;3.0;2.963692583911027;149802.71649522064;227;1585.0;0;5;0.0;0;0.0973684121659492;5.00769856648869E-4;5.760718E-4;5.760718E-4
76;u381883;3.0;2.963692583911027;38779.02963707494;227;1424.0;0;5;0.0;0;0.0955678119872273;4.2257016848764006E-4;5.760718E-4;5.760718E-4
77;u383578;3.0;2.9528203082140543;85225.64452118534;336;2994.0;0;5;0.0;0;0.14035174251236288;8.762051728302718E-4;8.514745E-4;8.514745E-4
78;u385619;3.0;2.8787092913071666;1408908.829506009;1079;5611.0;0;2;0.0;0;0.32340455171323784;0.0020187468948343738;0.0027287612;0.0027287612
79;u389558;3.0;2.746745798214553;8758377.602562949;2402;14201.0;0;4;0.0;0;0.5221820740454051;0.007559596995172192;0.0060714935;0.0060714935
80;u395377;3.0;2.9036457034561867;1149910.4664010743;829;5188.0;0;4;0.0;0;0.26876873524883355;0.0018743771775700056;0.0020971035;0.0020971035
81;u409037;3.0;2.7936262530547107;5867873.2386392625;1932;11656.0;0;4;0.0;0;0.47863320086237904;0.005479209091349337;0.004883977;0.004883977
82;u415100;3.0;2.9063388359682807;409565.6923712318;802;5643.0;0;4;0.0;0;0.3147446031687728;0.0016900790110453909;0.0020288844;0.0020288844
83;u415285;3.0;2.9335693980350106;146497.81895568356;529;3511.0;0;5;0.0;0;0.23215268490111682;9.80237826338671E-4;0.0013391143;0.0013391143
84;u416555;3.0;2.9247917809585555;544218.822826195;617;4384.0;0;1;0.0;0;0.23312507845530678;0.0014121546351109713;0.0015614578;0.0015614578
85;u419158;3.0;2.90992967931774;343516.41785472713;766;5458.0;0;4;0.0;0;0.30903369188274693;0.0016040211720431067;0.0019379257;0.0019379257
86;u425704;3.0;2.94783302578425;66503.78343584863;386;2882.0;0;5;0.0;0;0.16347870511214488;8.207643694412618E-4;9.77806E-4;9.77806E-4
87;u428494;3.0;2.909331205426163;334384.0339718355;772;4925.0;0;4;0.0;0;0.29798024566347414;0.0014798921971237273;0.0019530855;0.0019530855
88;u428719;3.0;2.9707745249613486;30955.517252313595;156;1141.0;0;5;0.0;0;0.07583200242608015;3.201561524301693E-4;3.9668102E-4;3.9668102E-4
89;u432766;3.0;2.738367163732482;1.1361184059824068E7;2486;17739.0;0;3;0.0;0;0.5431109683792628;0.008731251742768056;0.0062837307;0.0062837307
90;u441259;3.0;2.9693780858810035;36961.10567869783;170;1076.0;0;5;0.0;0;0.08087238277553517;3.073095665337926E-4;4.3205384E-4;4.3205384E-4
91;u448886;3.0;2.8896813126527356;1084355.3777049112;969;7599.0;0;4;0.0;0;0.32424851166023516;0.002655285377871193;0.0024508317;0.0024508317
92;u451262;3.0;2.8985586753777866;1182689.3075747215;880;5059.0;0;6;0.0;0;0.2862885439381233;0.0018377912981650268;0.0022259615;0.0022259615
93;u452251;3.0;2.9704752880155603;6486.868551922297;159;1175.0;0;5;0.0;0;0.08504714071131253;3.2086457217591653E-4;4.042609E-4;4.042609E-4
94;u453080;3.0;2.9341678719265873;635900.9491320323;523;3749.0;0;3;0.0;0;0.14962382142770794;0.0013795258290442715;0.0013239544;0.0013239544
95;u453152;3.0;2.9577078449952623;566254.3791831015;287;2111.0;0;3;0.0;0;0.08755802750777793;8.664574057654958E-4;7.276696E-4;7.276696E-4
96;u454253;3.0;2.9740661313650194;2795.4008059543835;123;807.0;0;5;0.0;0;0.07225827467118746;2.163133401630467E-4;3.133022E-4;3.133022E-4
97;u455118;3.0;2.9447409106777718;102699.75976556262;417;2442.0;0;5;0.0;0;0.19439632874107232;6.914636447900843E-4;0.0010561317;0.0010561317
98;u456003;3.0;2.9431449803002345;242125.20078484842;433;2780.0;0;5;0.0;0;0.1581934958368223;8.787914570560219E-4;0.0010965577;0.0010965577
99;u465596;3.0;2.8799062390903196;2276297.401536098;1067;7290.0;0;6;0.0;0;0.3110058909129347;0.002871410156070393;0.0026984415;0.0026984415
100;u466418;3.0;2.955014712483168;684628.1911029826;314;2066.0;0;5;0.0;0;0.11556380726596324;8.306630569525145E-4;7.9588866E-4;7.9588866E-4
101;u468856;3.0;2.3897561218891825;4.1849950744005695E7;5981;34626.0;0;4;0.0;0;1.0;0.023076383615572665;0.015114305;0.015114305
102;u470801;3.0;2.9740661313650194;18585.684914516554;123;909.0;0;5;0.0;0;0.06830826577242338;2.5269908676570297E-4;3.133022E-4;3.133022E-4
103;u472759;3.0;2.93486609146676;576328.5829051579;516;3369.0;0;4;0.0;0;0.15508449392270687;0.001260983515663425;0.001306268;0.001306268
104;u481072;3.0;2.9570096254550897;146280.197344815;294;1849.0;0;5;0.0;0;0.1169922552372126;5.760255561519191E-4;7.45356E-4;7.45356E-4
105;u484634;3.0;2.961697670939105;174548.80314778825;247;1512.0;0;5;0.0;0;0.09393993312460779;4.960036442106703E-4;6.266044E-4;6.266044E-4
106;u487098;3.0;2.856864994264625;5082061.851745653;1298;8929.0;0;3;0.0;0;0.31508652725922864;0.00429836134894128;0.0032820932;0.0032820932
107;u488449;3.0;2.965986733828737;113800.63446271885;204;1430.0;0;5;0.0;0;0.08694266897187113;4.528283641633086E-4;5.179593E-4;5.179593E-4
108;u489139;3.0;2.8685352351503663;2449683.423885001;1181;8098.0;0;2;0.0;0;0.3580378622291915;0.0030676678715174845;0.0029864775;0.0029864775
109;u489747;3.0;2.967383172909082;83800.51205602112;190;1367.0;0;5;0.0;0;0.08136825603227481;4.1961746414997844E-4;4.8258647E-4;4.8258647E-4
110;u491367;3.0;2.9669841903146974;102681.26938948929;194;1340.0;0;4;0.0;0;0.07461471985462756;4.462425735761861E-4;4.92693E-4;4.92693E-4
111;u500136;3.0;2.8238491845793225;3111206.115187615;1629;9437.0;0;4;0.0;0;0.40037835631755725;0.0039936014714954315;0.004118408;0.004118408
112;u503610;3.0;2.910328661912124;2668120.9028655733;762;4892.0;0;3;0.0;0;0.17515645687284778;0.0025189648198593205;0.0019278192;0.0019278192
113;u505320;3.0;2.9708742706099445;45265.48334738789;155;979.0;0;5;0.0;0;0.07941631332311408;2.7951016211866833E-4;3.941544E-4;3.941544E-4
114;u505574;3.0;2.8733230262829785;779441.3668441982;1133;7774.0;0;0;0.0;0;0.39321682222432397;0.002438500929262339;0.0028651992;0.0028651992
115;u513771;3.0;2.9268864395790732;323160.3355060589;596;3824.0;0;5;0.0;0;0.23731405270592865;0.0011469639458105431;0.0015083986;0.0015083986
116;u517495;3.0;2.8547703356441074;2415215.3882755833;1319;7486.0;0;6;0.0;0;0.3751600775338519;0.00284290264834311;0.0033351525;0.0033351525
117;u518740;3.0;2.9075357837514337;708317.3057129869;790;4903.0;0;5;0.0;0;0.26834675553008336;0.0016045659379419566;0.001998565;0.001998565
118;u520655;3.0;2.9339683806293952;390201.9430615165;525;3473.0;0;4;0.0;0;0.18138438928573136;0.0011640753358141606;0.0013290078;0.0013290078
119;u520885;3.0;2.971472744501521;4433.71689112829;149;1015.0;0;5;0.0;0;0.07619314103635177;2.7685055687507E-4;3.789946E-4;3.789946E-4
120;u524942;3.0;2.8934716472993864;1069442.674405099;931;5893.0;0;5;0.0;0;0.32966829497064953;0.0019114407124890325;0.0023548198;0.0023548198
121;u526609;3.0;2.888783601815371;1298362.9459595017;978;6278.0;0;5;0.0;0;0.3308870043994701;0.0020986106082576633;0.0024735713;0.0024735713
122;u527646;3.0;2.8661413395840607;3245504.449775712;1205;7870.0;0;0;0.0;0;0.3287494555370277;0.003471596221918624;0.0030471166;0.0030471166
123;u529791;3.0;2.88269911725101;624340.8460678762;1039;7225.0;0;2;0.0;0;0.37644203817366134;0.0022011859385553255;0.002627696;0.002627696
124;u535739;3.0;2.9644905490997955;13635.947380717853;219;1523.0;0;5;0.0;0;0.11161045243588921;4.1379331864390437E-4;5.558588E-4;5.558588E-4
125;u537089;3.0;2.937359732681662;72587.8686398689;491;3432.0;0;5;0.0;0;0.23519831944187622;9.417647889550235E-4;0.0012431022;0.0012431022
126;u541262;3.0;2.8160690239888284;5073945.26471054;1707;9097.0;0;5;0.0;0;0.43926711825168135;0.003845480125883399;0.0043154852;0.0043154852
127;u541798;3.0;2.876514887038053;919775.0764394287;1101;6870.0;0;2;0.0;0;0.3667401603716711;0.002202440080264038;0.002784347;0.002784347
128;u543043;3.0;2.9594035210213954;94031.31686508964;270;2120.0;0;5;0.0;0;0.10608579293558904;6.316449534691353E-4;6.847169E-4;6.847169E-4
129;u548184;3.0;2.9557129320233404;51352.89224389989;307;2116.0;0;5;0.0;0;0.13769682942380643;6.097036322695264E-4;7.7820226E-4;7.7820226E-4
130;u548550;3.0;2.826941299685801;3859181.1695327912;1598;10806.0;0;4;0.0;0;0.3753952038955294;0.004756049104342441;0.0040400825;0.0040400825
131;u549974;3.0;2.8931724103535985;1293449.471022127;934;5474.0;0;3;0.0;0;0.3000628106097602;0.0019310060112099094;0.0023623996;0.0023623996
132;u554312;3.0;2.9726696922846743;29573.119914713305;137;1027.0;0;5;0.0;0;0.0755416471911548;2.8771011661274555E-4;3.4867504E-4;3.4867504E-4
133;u556866;3.0;2.953817764700015;115463.99568347719;326;2112.0;0;5;0.0;0;0.14357801771640397;6.088175864470101E-4;8.262082E-4;8.262082E-4
134;u557168;3.0;2.89746147324323;1009227.4544562505;891;5127.0;0;5;0.0;0;0.2924887039775267;0.0017388849151558114;0.0022537545;0.0022537545
135;u557426;3.0;2.917709839908234;795168.648152796;688;4335.0;0;2;0.0;0;0.22232440168577505;0.001529276212027023;0.0017408485;0.0017408485
136;u564127;3.0;2.957807590643858;119006.24978932558;286;2150.0;0;4;0.0;0;0.10573158693841093;6.944244916611515E-4;7.25143E-4;7.25143E-4
137;u566076;3.0;2.966385716423121;13013.485206570005;200;1235.0;0;5;0.0;0;0.09785604871777058;3.4107061837460116E-4;5.0785276E-4;5.0785276E-4
138;u570585;3.0;2.902747992618822;1065246.415326714;838;5034.0;0;5;0.0;0;0.2867498175172317;0.001738378169280486;0.0021198431;0.0021198431
139;u571523;3.0;2.932871178494838;103453.52799532579;536;2701.0;0;4;0.0;0;0.2328743581702978;7.770936924683527E-4;0.0013568007;0.0013568007
140;u573327;3.0;2.9585058101840307;104040.56495461818;279;1938.0;0;5;0.0;0;0.12045538980832603;5.699501868877293E-4;7.074566E-4;7.074566E-4
141;u576110;3.0;2.9697770684753877;11711.221640417989;166;1463.0;0;5;0.0;0;0.0809593599612773;4.074048010762645E-4;4.2194733E-4;4.2194733E-4
142;u576942;3.0;2.9120243379382575;1293651.4063471039;745;4527.0;0;4;0.0;0;0.22818824629850593;0.0017902660347829864;0.0018848665;0.0018848665
143;u577465;3.0;2.9283826243080147;807028.3008239726;581;4216.0;0;3;0.0;0;0.17087186063109552;0.001586067443470619;0.0014704991;0.0014704991
144;u580401;3.0;2.95471547553738;131900.6639123701;317;2382.0;0;4;0.0;0;0.11872152909094402;7.629551709939201E-4;8.034686E-4;8.034686E-4
145;u582339;3.0;2.9704752880155603;73259.38486563419;159;1127.0;0;5;0.0;0;0.07490336555701654;3.434851864308023E-4;4.042609E-4;4.042609E-4
146;u582565;3.0;2.956810134157897;59698.35433496009;296;1903.0;0;5;0.0;0;0.1198327260836399;5.529621312838275E-4;7.504093E-4;7.504093E-4
147;u587197;3.0;2.945339384569348;493846.89810558996;411;2781.0;0;0;0.0;0;0.137886229622248;0.0010142052606749224;0.0010409718;0.0010409718
148;u592555;3.0;2.9186075507455986;302249.5036215979;679;4310.0;0;5;0.0;0;0.25178781927239097;0.001300955238185035;0.0017181089;0.0017181089
149;u593847;3.0;2.89746147324323;2272237.210073051;891;5642.0;0;5;0.0;0;0.27061082615591997;0.0023158046015502305;0.0022537545;0.0022537545
150;u600742;3.0;2.9009525709440926;1973721.6201101071;856;5564.0;0;4;0.0;0;0.26217374995678744;0.0023624973204085216;0.0021653224;0.0021653224
151;u602103;3.0;2.9558126776719367;29404.031731739567;306;2242.0;0;5;0.0;0;0.15630795213257628;6.092255857644171E-4;7.7567564E-4;7.7567564E-4
152;u603636;3.0;2.9028477382674183;851668.2661959034;837;5517.0;0;2;0.0;0;0.293639798124899;0.0017888547715135782;0.0021173165;0.0021173165
153;u606137;3.0;2.9695775771781956;18342.395099886584;168;1181.0;0;5;0.0;0;0.07995576455426567;3.351549253961839E-4;4.2700057E-4;4.2700057E-4
154;u612254;3.0;2.9435439628946187;89042.85993369382;429;3252.0;0;5;0.0;0;0.20220719579175625;9.015475070300333E-4;0.0010864512;0.0010864512
155;u615696;3.0;2.969876814123984;7404.525881059095;165;1267.0;0;5;0.0;0;0.0866891124318335;3.46497441937372E-4;4.1942068E-4;4.1942068E-4
156;u618901;3.0;2.934267617575183;457858.31027286267;522;3226.0;0;5;0.0;0;0.1729037186293355;0.0010756690662023605;0.0013214279;0.0013214279
157;u619379;3.0;2.9545159842401874;393210.4873481319;319;2141.0;0;5;0.0;0;0.09775344740272877;7.967044266790085E-4;8.085218E-4;8.085218E-4
158;u619733;3.0;2.945139893272156;519821.26640065893;413;2713.0;0;5;0.0;0;0.10759779511575211;0.0010146888475272367;0.0010460251;0.0010460251
159;u620121;3.0;2.925490000498728;460081.055644905;610;3821.0;0;5;0.0;0;0.23133110548663952;0.0011967635734636915;0.0015437714;0.0015437714
160;u623679;3.0;2.765497980150616;1.1466321276105436E7;2214;11512.0;0;4;0.0;0;0.3965488816797383;0.008747859629779137;0.005596487;0.005596487
161;u624597;3.0;2.861453294100045;1119626.8474700653;1252;8377.0;0;4;0.0;0;0.396461472403117;0.00287708144916582;0.0031658683;0.0031658683
162;u641925;3.0;2.9484314996758267;279563.4706190934;380;2368.0;0;5;0.0;0;0.1255191931829853;7.748235259738364E-4;9.6264627E-4;9.6264627E-4
163;u644111;3.0;2.955114458131764;225704.45918429334;313;1895.0;0;5;0.0;0;0.11402683780819355;6.225282444184489E-4;7.9336204E-4;7.9336204E-4
164;u645897;3.0;2.843199840406962;3272916.7665086486;1435;7491.0;0;2;0.0;0;0.3509316586650718;0.003234910618516871;0.0036282416;0.0036282416
165;u646252;3.0;2.8201585955812676;2359983.076351806;1666;9509.0;0;2;0.0;0;0.4583480115800506;0.0033589813707031496;0.0042118933;0.0042118933
166;u648356;3.0;2.850182035808688;3239045.548100958;1365;8723.0;0;5;0.0;0;0.4045986017634137;0.003404843059201942;0.0034513776;0.0034513776
167;u651240;3.0;2.9020497730786494;732841.2235162862;845;5410.0;0;5;0.0;0;0.27924522675208147;0.0017278834411105118;0.0021375297;0.0021375297
168;u652467;3.0;2.951224377836517;239283.42034296726;352;2677.0;0;4;0.0;0;0.13269485161420794;8.985751668511749E-4;8.919006E-4;8.919006E-4
169;u654160;3.0;2.851777966186225;1914991.7872005934;1349;8185.0;0;2;0.0;0;0.4210006191523309;0.002771673163551986;0.0034109515;0.0034109515
170;u660359;3.0;2.9432447259488304;289928.2033499664;432;3061.0;0;4;0.0;0;0.1639905277925529;0.0010019082665779565;0.001094031;0.001094031
171;u663591;3.0;2.887387162735026;773680.5964974861;992;6010.0;0;5;0.0;0;0.3522507171576773;0.0018402459765197918;0.0025089444;0.0025089444
172;u663977;3.0;2.927584659119246;126629.88079555376;589;4308.0;0;4;0.0;0;0.23070418669725887;0.001312763806882683;0.001490712;0.001490712
173;u666194;3.0;2.9559124233205325;407083.1303953172;305;1860.0;0;5;0.0;0;0.10652451136708908;7.051688090330885E-4;7.73149E-4;7.73149E-4
174;u668748;3.0;2.941449304274101;306112.0192072625;450;3103.0;0;5;0.0;0;0.18355139336368229;9.586973851729047E-4;0.0011395104;0.0011395104
175;u669303;3.0;2.899057403620767;809327.0045577292;875;5910.0;0;2;0.0;0;0.3134774728156978;0.0018913073229923363;0.0022133284;0.0022133284
176;u669588;3.0;2.926287965687497;729734.6118977803;602;3692.0;0;4;0.0;0;0.20742939227125706;0.0012999726851718814;0.0015235583;0.0015235583
177;u670080;3.0;2.948930227918807;741604.8610021085;375;2439.0;0;3;0.0;0;0.1103569654150495;0.0010286423173855954;9.500131E-4;9.500131E-4
178;u670523;3.0;2.920402972420328;361195.56744529866;661;4436.0;0;5;0.0;0;0.2523978373521878;0.0013127900818307055;0.0016726295;0.0016726295
