1;27069
2;21709
3;5245
4;2620
5;1643
6;1085
7;885
8;719
9;558
10;508
11;445
12;389
13;332
14;284
15;252
16;234
17;218
18;173
19;171
20;170
21;152
22;147
23;146
24;139
25;104
26;131
27;120
28;108
29;81
30;111
31;93
32;88
33;93
34;87
35;72
36;77
37;77
38;70
39;71
40;69
41;61
42;69
43;75
44;59
45;50
46;40
47;59
48;53
49;37
50;53
51;57
52;47
53;43
54;33
55;38
56;38
57;38
58;54
59;32
60;30
61;36
62;38
63;25
64;23
65;36
66;23
67;34
68;34
69;26
70;42
71;21
72;28
73;36
74;26
75;32
76;27
77;28
78;21
79;15
80;26
81;20
82;20
83;27
84;19
85;21
86;15
87;29
88;20
89;21
90;14
91;23
92;18
93;18
94;18
95;21
96;20
97;20
98;18
99;24
100;19
101;19
102;15
103;18
104;17
105;17
106;18
107;11
108;18
109;17
110;12
111;13
112;11
113;16
114;9
115;13
116;5
117;14
118;12
119;11
120;15
121;6
122;17
123;8
124;13
125;11
126;12
127;20
128;15
129;14
130;11
131;12
132;12
133;12
134;15
135;12
136;7
137;8
138;9
139;6
140;12
141;8
142;8
143;17
144;9
145;14
146;14
147;8
148;6
149;13
150;7
151;4
152;15
153;11
154;8
155;8
156;7
157;10
158;7
159;12
160;8
161;4
162;5
163;4
164;6
165;12
166;6
167;8
168;8
169;5
170;4
171;8
172;11
173;8
174;5
175;8
176;7
177;5
178;8
179;8
180;8
181;5
182;2
183;7
184;4
185;4
186;8
187;4
188;2
189;10
190;8
191;1
192;5
193;4
194;3
195;8
196;3
197;9
198;9
199;5
200;10
201;5
202;6
203;7
204;6
205;4
206;2
207;7
208;12
209;8
210;9
211;6
212;7
213;5
214;7
215;3
216;5
217;1
218;4
219;5
220;7
221;6
222;4
223;4
224;4
225;5
226;4
227;7
228;3
229;3
230;6
231;4
232;4
233;5
234;2
235;9
236;4
237;3
238;5
239;4
240;5
241;3
242;4
243;3
244;2
245;7
246;3
247;3
248;3
249;2
250;3
251;2
252;3
253;4
254;2
255;5
256;5
257;5
258;4
259;2
260;3
261;2
262;3
263;6
264;3
265;3
266;2
267;5
268;3
269;4
270;1
271;5
272;4
273;2
274;5
275;2
276;0
277;8
278;2
279;5
280;2
281;3
282;2
283;1
284;6
285;4
286;8
287;0
288;3
289;4
290;2
291;2
292;4
293;2
294;3
295;5
296;1
297;2
298;5
299;2
300;4
301;0
302;2
303;2
304;2
305;2
306;1
307;2
308;2
309;0
310;3
311;2
312;2
313;1
314;4
315;2
316;3
317;1
318;3
319;4
320;4
321;3
322;0
323;1
324;2
325;6
326;1
327;1
328;1
329;3
330;2
331;6
332;1
333;6
334;3
335;1
336;3
337;1
338;0
339;3
340;2
341;1
342;4
343;1
344;1
345;2
346;5
347;4
348;4
349;1
350;3
351;2
352;2
353;2
354;1
355;2
356;1
357;0
358;2
359;0
360;4
361;1
362;2
363;3
364;5
365;0
366;2
367;0
368;1
369;2
370;2
371;3
372;1
373;2
374;1
375;0
376;1
377;3
378;4
379;1
380;2
381;1
382;2
383;0
384;1
385;3
386;2
387;2
388;3
389;2
390;2
391;1
392;3
393;1
394;2
395;4
396;2
397;1
398;3
399;1
400;4
401;1
402;0
403;1
404;1
405;2
406;1
407;2
408;0
409;3
410;0
411;1
412;1
413;2
414;1
415;2
416;2
417;1
418;2
419;1
420;3
421;0
422;1
423;3
424;3
425;0
426;0
427;3
428;0
429;4
430;2
431;4
432;4
433;1
434;1
435;0
436;1
437;0
438;1
439;0
440;1
441;3
442;1
443;2
444;1
445;1
446;0
447;2
448;2
449;1
450;3
451;2
452;4
453;0
454;1
455;4
456;1
457;4
458;0
459;0
460;1
461;3
462;0
463;2
464;0
465;2
466;2
467;1
468;1
469;2
470;3
471;0
472;0
473;1
474;2
475;2
476;3
477;5
478;0
479;0
480;2
481;1
482;3
483;0
484;1
485;0
486;1
487;0
488;1
489;1
490;1
491;1
492;3
493;3
494;0
495;0
496;0
497;1
498;1
499;0
500;0
501;3
502;0
503;0
504;0
505;0
506;1
507;0
508;1
509;0
510;0
511;1
512;0
513;1
514;2
515;0
516;1
517;0
518;1
519;0
520;2
521;0
522;3
523;1
524;1
525;1
526;1
527;1
528;1
529;3
530;0
531;2
532;1
533;5
534;1
535;0
536;1
537;0
538;0
539;1
540;1
541;1
542;0
543;0
544;1
545;2
546;4
547;3
548;2
549;0
550;1
551;0
552;0
553;0
554;0
555;1
556;3
557;0
558;1
559;2
560;1
561;0
562;0
563;0
564;1
565;2
566;1
567;1
568;1
569;1
570;1
571;2
572;1
573;2
574;0
575;2
576;0
577;1
578;1
579;1
580;0
581;0
582;1
583;1
584;0
585;0
586;2
587;2
588;0
589;0
590;2
591;0
592;3
593;1
594;2
595;1
596;1
597;2
598;0
599;0
600;0
601;2
602;0
603;1
604;0
605;0
606;1
607;1
608;1
609;0
610;3
611;2
612;2
613;1
614;2
615;0
616;0
617;2
618;0
619;0
620;0
621;0
622;0
623;1
624;1
625;0
626;0
627;0
628;0
629;0
630;4
631;2
632;4
633;1
634;0
635;0
636;1
637;1
638;2
639;2
640;1
641;1
642;1
643;0
644;1
645;0
646;2
647;1
648;1
649;0
650;0
651;1
652;0
653;0
654;2
655;0
656;0
657;1
658;0
659;0
660;0
661;1
662;1
663;1
664;0
665;1
666;1
667;1
668;0
669;1
670;0
671;1
672;0
673;1
674;2
675;1
676;1
677;0
678;0
679;0
680;1
681;0
682;0
683;0
684;0
685;0
686;0
687;0
688;0
689;0
690;0
691;1
692;3
693;0
694;0
695;1
696;0
697;1
698;0
699;0
700;1
701;0
702;0
703;0
704;0
705;0
706;2
707;1
708;0
709;1
710;0
711;2
712;0
713;0
714;1
715;1
716;1
717;1
718;0
719;1
720;1
721;0
722;0
723;0
724;0
725;1
726;0
727;0
728;0
729;1
730;0
731;1
732;0
733;0
734;0
735;1
736;2
737;0
738;0
739;0
740;1
741;2
742;0
743;0
744;1
745;0
746;0
747;0
748;1
749;1
750;0
751;1
752;0
753;2
754;1
755;0
756;0
757;1
758;2
759;0
760;0
761;0
762;0
763;0
764;1
765;0
766;1
767;3
768;2
769;1
770;1
771;1
772;1
773;0
774;1
775;1
776;0
777;0
778;1
779;0
780;0
781;1
782;0
783;0
784;2
785;0
786;0
787;1
788;0
789;0
790;2
791;0
792;1
793;1
794;0
795;1
796;0
797;0
798;2
799;0
800;1
801;0
802;1
803;0
804;0
805;0
806;1
807;0
808;2
809;0
810;0
811;0
812;1
813;0
814;0
815;0
816;1
817;1
818;0
819;0
820;0
821;0
822;0
823;0
824;0
825;1
826;0
827;1
828;0
829;1
830;0
831;0
832;1
833;1
834;1
835;0
836;0
837;0
838;0
839;0
840;0
841;0
842;0
843;1
844;0
845;0
846;0
847;0
848;0
849;0
850;1
851;0
852;1
853;1
854;0
855;0
856;1
857;1
858;1
859;0
860;0
861;0
862;0
863;0
864;0
865;0
866;0
867;0
868;0
869;0
870;1
871;0
872;1
873;0
874;0
875;0
876;1
877;1
878;1
879;1
880;0
881;2
882;0
883;0
884;0
885;0
886;2
887;0
888;1
889;0
890;0
891;1
892;1
893;0
894;1
895;1
896;2
897;0
898;0
899;1
900;0
901;0
902;0
903;0
904;0
905;0
906;1
907;0
908;0
909;1
910;0
911;1
912;0
913;0
914;1
915;0
916;0
917;1
918;1
919;0
920;0
921;0
922;0
923;1
924;0
925;1
926;0
927;0
928;1
929;1
930;1
931;0
932;0
933;0
934;1
935;1
936;0
937;0
938;0
939;0
940;0
941;0
942;0
943;1
944;0
945;0
946;0
947;0
948;0
949;2
950;1
951;0
952;1
953;0
954;0
955;0
956;0
957;0
958;0
959;0
960;0
961;0
962;1
963;0
964;0
965;0
966;0
967;0
968;1
969;1
970;0
971;0
972;0
973;1
974;0
975;0
976;0
977;0
978;1
979;0
980;0
981;0
982;0
983;1
984;1
985;0
986;0
987;0
988;0
989;0
990;0
991;0
992;0
993;1
994;1
995;0
996;0
997;0
998;0
999;0
1000;1
1001;0
1002;0
1003;0
1004;0
1005;0
1006;0
1007;0
1008;0
1009;0
1010;1
1011;0
1012;0
1013;0
1014;0
1015;0
1016;0
1017;0
1018;0
1019;0
1020;0
1021;0
1022;0
1023;2
1024;0
1025;0
1026;0
1027;0
1028;0
1029;0
1030;0
1031;0
1032;0
1033;0
1034;0
1035;3
1036;0
1037;0
1038;0
1039;0
1040;0
1041;0
1042;0
1043;0
1044;0
1045;0
1046;0
1047;0
1048;1
1049;0
1050;0
1051;1
1052;0
1053;0
1054;0
1055;0
1056;0
1057;1
1058;0
1059;1
1060;0
1061;0
1062;1
1063;0
1064;0
1065;0
1066;0
1067;0
1068;0
1069;0
1070;0
1071;0
1072;0
1073;0
1074;0
1075;1
1076;0
1077;1
1078;0
1079;1
1080;0
1081;0
1082;1
1083;0
1084;0
1085;0
1086;0
1087;0
1088;0
1089;0
1090;0
1091;0
1092;0
1093;0
1094;1
1095;0
1096;1
1097;0
1098;1
1099;0
1100;0
1101;0
1102;0
1103;0
1104;1
1105;0
1106;0
1107;1
1108;0
1109;0
1110;0
1111;0
1112;0
1113;0
1114;1
1115;0
1116;0
1117;0
1118;0
1119;0
1120;0
1121;0
1122;0
1123;1
1124;0
1125;0
1126;0
1127;1
1128;1
1129;0
1130;0
1131;0
1132;0
1133;0
1134;1
1135;0
1136;0
1137;0
1138;0
1139;0
1140;0
1141;0
1142;1
1143;0
1144;0
1145;0
1146;0
1147;0
1148;1
1149;0
1150;1
1151;0
1152;0
1153;0
1154;1
1155;0
1156;0
1157;0
1158;0
1159;0
1160;0
1161;0
1162;0
1163;0
1164;0
1165;0
1166;0
1167;0
1168;0
1169;0
1170;0
1171;0
1172;0
1173;0
1174;0
1175;0
1176;1
1177;0
1178;0
1179;0
1180;0
1181;0
1182;0
1183;0
1184;0
1185;0
1186;0
1187;0
1188;1
1189;0
1190;0
1191;0
1192;0
1193;0
1194;0
1195;0
1196;0
1197;0
1198;0
1199;0
1200;1
1201;1
1202;0
1203;0
1204;1
1205;0
1206;0
1207;0
1208;0
1209;0
1210;0
1211;0
1212;0
1213;0
1214;0
1215;1
1216;0
1217;0
1218;0
1219;0
1220;0
1221;1
1222;0
1223;0
1224;0
1225;0
1226;0
1227;0
1228;1
1229;0
1230;0
1231;0
1232;0
1233;0
1234;0
1235;0
1236;0
1237;0
1238;0
1239;0
1240;0
1241;0
1242;0
1243;0
1244;0
1245;1
1246;0
1247;0
1248;0
1249;0
1250;0
1251;0
1252;0
1253;0
1254;0
1255;1
1256;0
1257;0
1258;1
1259;0
1260;0
1261;0
1262;0
1263;0
1264;0
1265;0
1266;0
1267;0
1268;0
1269;0
1270;0
1271;0
1272;0
1273;0
1274;0
1275;0
1276;1
1277;0
1278;0
1279;0
1280;0
1281;0
1282;0
1283;0
